Tweet,message,match,Polarity
1193,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1194,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1195,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1196,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1197,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1198,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1199,Assistant associate professor position in vulnerability and management of terrestrial systems available at the Scho,available,Positive
1200,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1201,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1202,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1203,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1204,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1205,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1206,Concerns raised over anti LGBTQ2 speaker scheduled for campus event at Dalhousie University,None,Neutral
1207,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1208,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1209,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1210,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1211,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1212,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1213,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1214,RT Educhatter Global Populism and Democracy Populism Peaked The Future of Democracy is theme of tonight s panel featuring Janice Ste,None,Neutral
1215,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1216,RT LauraLynnTT This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the news ar,terrorism,Negative
1217,RT Educhatter Global Populism and Democracy Populism Peaked The Future of Democracy is theme of tonight s panel featuring Janice Ste,None,Neutral
1218,Tonight cheering on UNB men s hockey team hosting Dalhousie University After first goal by UNB fans brought tedd,fans,Positive
1219,This is an example of the social terrorism we now face for simply standing up for our convictions Reports in the,terrorism,Negative
1220,RT LauraLynnTT My session at AdvanceSummithfx is purely about leadership and not gay or transgender issues I want everyone attending to,issues,Negative
1221,You know what I like about this room today There are more women Dr Andrew Rau Chaplin Dean of Computer Scienc,like,Positive
1222,DO,None,Neutral
1223,RT andrewlynk Clean sweep Dal researchers steal the show at 17th annual Discovery Awards Dal News Dalhousie University,steal,Negative
1224,RT HFXAgainstHate Universities have a responsibility to prevent harm to their student s and to listen to their concerns DalhousieU repe,harm concerns,Negative
1225,DO,None,Neutral
1226,DO,None,Neutral
1227,RT HFXAgainstHate Universities have a responsibility to prevent harm to their student s and to listen to their concerns DalhousieU repe,harm concerns,Negative
1228,RT HFXAgainstHate Universities have a responsibility to prevent harm to their student s and to listen to their concerns DalhousieU repe,harm concerns,Negative
1229,DO,None,Neutral
1230,RT LauraLynnTT My session at AdvanceSummithfx is purely about leadership and not gay or transgender issues I want everyone attending to,issues,Negative
1231,Clean sweep Dal researchers steal the show at 17th annual Discovery Awards Dal News Dalhousie University,steal,Negative
1232,Emily Drake a PhD student at Dalhousie University co created the hashtag AYACSM adolescent amp young adult,None,Neutral
1233,RT LauraLynnTT My session at AdvanceSummithfx is purely about leadership and not gay or transgender issues I want everyone attending to,issues,Negative
1234,RT ScotlandTBP Dr David Hetherington will be talking about The Lynx amp Us at Dundee University on Tuesday night at 7 30pm in Lecture The,None,Neutral
1235,RT LauraLynnTT My session at AdvanceSummithfx is purely about leadership and not gay or transgender issues I want everyone attending to,issues,Negative
1236,RT LauraLynnTT My session at AdvanceSummithfx is purely about leadership and not gay or transgender issues I want everyone attending to,issues,Negative
1237,RT LauraLynnTT My session at AdvanceSummithfx is purely about leadership and not gay or transgender issues I want everyone attending to,issues,Negative
1238,My session at AdvanceSummithfx is purely about leadership and not gay or transgender issues I want everyone atten,issues,Negative
1239,DO,None,Neutral
1240,RT HFXAgainstHate Universities have a responsibility to prevent harm to their student s and to listen to their concerns DalhousieU repe,harm concerns,Negative
1241,DO,None,Neutral
1242,RT HFXAgainstHate Universities have a responsibility to prevent harm to their student s and to listen to their concerns DalhousieU repe,harm concerns,Negative
1243,DalhousieU there is even a petition going around that garnered media attention You must listen to your students,None,Neutral
1244,Universities have a responsibility to prevent harm to their student s and to listen to their concerns DalhousieU,harm concerns,Negative
1245,RT ScotlandTBP Dr David Hetherington will be talking about The Lynx amp Us at Dundee University on Tuesday night at 7 30pm in Lecture The,None,Neutral
1246,Mattie Base Oakville Jr Hornets PWHL commits to Dalhousie University for 2020 2021 OakJRHornets DalTigers,None,Neutral
1247,RT ScotlandTBP Dr David Hetherington will be talking about The Lynx amp Us at Dundee University on Tuesday night at 7 30pm in Lecture The,None,Neutral
1248,RT WHockeyCommits Emma Bishop Station Six Fire MAAA commits to Dalhousie University for 2020 2021 StationSixFire DalTigers,None,Neutral
1249,unbtennis is Back The 2019 20 Atlantic University Tennis season kicks off this weekend at the Cougar Dome in Trur,None,Neutral
1250,RT ScotlandTBP Dr David Hetherington will be talking about The Lynx amp Us at Dundee University on Tuesday night at 7 30pm in Lecture The,None,Neutral
1251,Global Populism and Democracy Populism Peaked The Future of Democracy is theme of tonight s panel featuring Ja,None,Neutral
1252,RT ScotlandTBP Dr David Hetherington will be talking about The Lynx amp Us at Dundee University on Tuesday night at 7 30pm in Lecture The,None,Neutral
1253,RT ScotlandTBP Dr David Hetherington will be talking about The Lynx amp Us at Dundee University on Tuesday night at 7 30pm in Lecture The,None,Neutral
1254,Dr David Hetherington will be talking about The Lynx amp Us at Dundee University on Tuesday night at 7 30pm in Lect,None,Neutral
1255,DalRecreation Dal HAHP Dalhousie University is always ours future,None,Neutral
1256,RT Civil Resource Assistant Professor of Environmental Engineering Civil and Resource Engineering Dalhousie University Norma Eddy Lane,None,Neutral
1257,Populism Peaked panel discussion at Dalhousie University Moderated by Robin Shepherd Vice President of Halifax In,None,Neutral
1258,RT CTVAtlantic ICYMI CTVAnchor Steve Murphy interviews Lori Turnbull the director of the school of public administration at Dalhousie,None,Neutral
1259,DalhousieDad I have a university degree a college degree and processed accreditation for Dalhousie University for,None,Neutral
1260,RT Atlantic IMN Don t miss this talk Dr Val Marie Johnson will be giving a presentation on Friday Nov 22nd from 12pm 1pm in the McCain,miss,Negative
1261,RT Civil Resource Assistant Professor of Environmental Engineering Civil and Resource Engineering Dalhousie University Norma Eddy Lane,None,Neutral
1262,RT HFXforum Halifax International Security Forum has partnered with Dalhousie University and Saint Mary s University as part of its commu,None,Neutral
1263,RT HFXforum Halifax International Security Forum has partnered with Dalhousie University and Saint Mary s University as part of its commu,None,Neutral
1264,We had a great time planting tulips with our cross age buddies this morning Thanks to the Truro Dalhousie agricu,great,Positive
1265,RT Civil Resource Assistant Professor of Environmental Engineering Civil and Resource Engineering Dalhousie University Norma Eddy Lane,None,Neutral
1266,RT Civil Resource Assistant Professor of Environmental Engineering Civil and Resource Engineering Dalhousie University Norma Eddy Lane,None,Neutral
1267,RT LieslGambold So happy to hear Catherine Bryan and Daniel Salas of Dalhousie University talking about capitalism in Canada and Cuba at,happy,Positive
1268,So happy to hear Catherine Bryan and Daniel Salas of Dalhousie University talking about capitalism in Canada and Cu,happy,Positive
1269,Assistant Professor of Environmental Engineering Civil and Resource Engineering Dalhousie University Norma Eddy,None,Neutral
1270,New execed Business Analytics course by Dalhousie University,None,Neutral
1271,Dalhousie University TODAY 3 5PM,None,Neutral
1272,Dalhousie University TODAY 3,None,Neutral
1273,,None,Neutral
1274,RT HorticultureNS Dr Sylvain Charlebois Dalhousie University discusses food fraud and blockchain at our 5th Annual Harvest End Breakfa,fraud,Negative
1275,RT HFXforum Halifax International Security Forum has partnered with Dalhousie University and Saint Mary s University as part of its commu,None,Neutral
1276,Halifax International Security Forum has partnered with Dalhousie University and Saint Mary s University as part of,None,Neutral
1277,RT HorticultureNS Dr Sylvain Charlebois Dalhousie University discusses food fraud and blockchain at our 5th Annual Harvest End Breakfa,fraud,Negative
1278,RT HorticultureNS Dr Sylvain Charlebois Dalhousie University discusses food fraud and blockchain at our 5th Annual Harvest End Breakfa,fraud,Negative
1279,RT AtlWhitefish We are the Marine Ecology class at Dalhousie University We are fundraising to support conservation of Atlantic Whitefish,support,Positive
1280,Dr Sylvain Charlebois Dalhousie University discusses food fraud and blockchain at our 5th Annual Harvest End Bre,fraud,Negative
1281,RT thestarhalifax The Department of Fisheries and Oceans is charged with conflicting responsibilities said Jeff Hutchings a marine,conflicting,Negative
1282,RT ESDHGuidance Did you know there are several upgrading and pathway options available to students at Dalhousie University s program Un,available,Positive
1283,ICYMI CTVAnchor Steve Murphy interviews Lori Turnbull the director of the school of public administration at Dal,None,Neutral
1284,SPR811 arrived at CFB Goose Bay Goose Bay YYR at 0130AM AST from Halifax Int l YHZ after 218 en route,None,Neutral
1285,katyaz4mo katyas bitch When you in halifax next let s meet up boo,bitch,Negative
1286,RT andreasereda csam smca I was very happy to present preliminary data on the Safer Supply program HealthCentre at this years CSAM meet,happy,Positive
1287,Adbusters CNN ExtinctionR Today the BuyNothingDay Global ClimateStrike in K jipuktuk Halifax Canada,None,Neutral
1288,RT HfxIsBurning Hey friends WHOOPszo are stranded in Halifax after last night s sudden storm and subsequent van issues They ve definit,issues,Negative
1289,RT ActionTime InjusticeHalifax police apologize to black community for pain caused by street checks Retweet,pain,Negative
1290,HalifaxJobs Mechanical Design Engineer Manager Halifax 40 45K Halifax White Label have partnered with a lead,lead,Positive
1291,jjcarpman IamEmTee WilliamShatner Something far more important happened in 1917 King George V sent an MI6 agent,important,Positive
1292,RT vetscanada Hey Halifax military members Veterans and families Please see below for a great BOGO offer from HFXThunderbirds An oppor,great,Positive
1293,When we leave the Island in a snow storm so that we make sure we can get to Halifax for our girls weekend we arriv,None,Neutral
1294,A survey indicated just 28 per cent of,None,Neutral
1295,Yourbirthdad Halifax or i will cry,cry,Negative
1296,RT ForsdykeRuth sftpmag vanessa vash vanessavash YOUTHFORFUTURE2 NolanQ13 davisreuben3 ElmGrace redmayne robert Thank you Vaness,None,Neutral
1297,Yourbirthdad Halifax bitch,bitch,Negative
1298,Sat 0100 Temp 3 3 C Windchill 11 Wind NW 31 km h gust 53 km h Humidity 73 Press 99 8 kPa falling,falling,Negative
1299,1am Halifax Shearwater Weather,None,Neutral
1300,RT turnips turnips Wants to learn morse code so I can save Halifax explosion,None,Neutral
1301,som,None,Neutral
1302,Wing n It Restaurant Tantallon has your gift card waiting because everyone deserves to taste the best wings in Hali,best,Positive
1303,Makes no sense to me why there are STILL 179 poweroutages and 2 081 PA,None,Neutral
1304,Halifax police chief to apologize today for street checks CBC News,None,Neutral
1305,Halifax police apologize to Black community for street checks racial profiling globalnews,None,Neutral
1306,General Conference 2020 Welcome Messages from David Wells General Superintendent and Kevin Johnson District S,None,Neutral
1307,RT DruhFarrell Halifax shows leadership Clean and safe drinking water is a basic human right I am working on this issue with JeromyYYC,safe right,Positive
1308,fiddle chri,None,Neutral
1309,,None,Neutral
1310,Searching for a stolen vehicle in Eccleshill WYP BradfordE Not the one we were looking for but we located this di,stolen,Negative
1311,Today at 11pm the windchill was 15 6 which made it Halifax Airport s windchilliest hour since Mar 8th,None,Neutral
1312,fiddle chri,None,Neutral
1313,RT CBCcameraman The drive home tonight from halifax slow icy storm,slow,Negative
1314,ENNISmusic You just happened to hit Halifax s first storm of the season The Halifax show was wonderful and bes,wonderful,Positive
1315,CBCcameraman I m originally from Sydney and went to university in Halifax Lived ther for 8 years Moved to Toront,None,Neutral
1316,RT ENNISmusic Due to weather delays out of Halifax amp travel complications we ve had to cancel our show in Banff We did our best to get,None,Neutral
1317,That s the clearest takeaway from the assorted dip,None,Neutral
1318,RT donrossmusic OKAY GUITAR WEEKEND 2020 WITH SPECIAL GUEST JON GOMM IS NOW ON EARLY BIRD PRESALE REGISTER NOW AND SAVE 100 USD Augus,None,Neutral
1319,RT WayeMason Councillor ignites controversy over south end Halifax development CBC News,controversy,Negative
1320,I think it sent several dozens maybe 20 letters trying to s,None,Neutral
1321,Yesterday was the 7th snowiest November day on record in Halifax Airport 23 2cm NsStorm,None,Neutral
1322,Canada Post Update for the East Coast Canada post has informed us there are difficult delivery conditions in Halif,difficult,Negative
1323,That s the clearest takeaway from the assorted dip,None,Neutral
1324,That s the clearest takeaway from the assorted dip,None,Neutral
1325,RT StonerBra420 Hi hello howdy How s your week treating you We got some super cold weather amp slushy snow here this week in Halifax NS,None,Neutral
1326,TheSchoGoesOn53 Did you ever I give you my energy,None,Neutral
1327,Soft We are multiple time ch,None,Neutral
1328,Sat midnight Temp 3 4 C Windchill 12 Wind NW 36 km h gust 58 km h Humidity 71 Press 99 9 kPa falling,falling,Negative
1329,12am Halifax Shearwater Weather,None,Neutral
1330,hfxgov yesterday s gridlock is reason enough to vote out your municipal councilor next time Terribly dangerous si,None,Neutral
1331,RT HfxIsBurning Hey friends WHOOPszo are stranded in Halifax after last night s sudden storm and subsequent van issues They ve definit,issues,Negative
1332,RT Canada The Halifax Lights Festival starts tomorrow For the next week downtown Halifax will be featuring bright lights warm drinks,bright warm,Positive
1333,RT SH BordenColley Halifax police chief apologizes for street checks and historical mistreatment CBC News,None,Neutral
1334,methodsmanmd To an older crowd no problem In Halifax no problem In Vancouver not sure if the majority would,problem problem,Negative
1335,StacyDoiron DarrylLeroux PARLevents I hope you enjoyed it as much as I enjoyed the Halifax talk a few weeks back,enjoyed enjoyed,Positive
1336,With 23 2cm of snow yesterday was Halifax Airport s snowiest Nov 28th since records began in 1871 NsStorm,None,Neutral
1337,General Conference 2020 Welcome Messages from David Wells General Superintendent and Kevin Johnson,None,Neutral
1338,RT RSooty73 TheAthleticUK Also here s a look at how Chris Wilder s managerial style has evolved from the days when his Halifax Town tea,None,Neutral
1339,I m at Roppongi Halifax Building,None,Neutral
1340,Makes no sense to me why there are STILL 179 poweroutages and 2 081 PA,None,Neutral
1341,Makes no sense to me why there are STILL 179 poweroutages and,None,Neutral
1342,Great opportunity to train with my fellow innie squad and SWIFTwillgress this week Always finding ways to get bet,None,Neutral
1343,Thank you for blessing me with your live music for t,blessing,Positive
1344,Halifax police chief apologizes for street checks and historical mistreatment CBC News,None,Neutral
1345,PeterJFoote1 Just looked your bookshop up on the map because I m heading to Halifax next week I ll be close but,None,Neutral
1346,So proud of youthstrike4climate Halifax Thanks for letting us join you What do we want Climate action When do,proud,Positive
1347,With 23 2cm of snow yesterday was Halifax Airport s snowiest day so far this year NsStorm,None,Neutral
1348,RT WayeMason Councillor ignites controversy over south end Halifax development CBC News,controversy,Negative
1349,I m a fourth year environmental student and I was shopping today at Halifax shopping centre for Black Friday This,None,Neutral
1350,I,None,Neutral
1351,RT SenateCA Today the flag on the Peace Tower will be flown at half mast until sunset on the day of the funeral of the late Gerald Regan,None,Neutral
1352,I m at Roppongi Halifax Building,None,Neutral
1353,mjc associates Speaking of which if you are ever on a train you can tell if you are in Yorks or Lancs because th,None,Neutral
1354,Ung cityandcolour was goddamn amazing halifax cityandcolour breathtaking Dallas sounds better live than on the album,amazing breathtaking better,Positive
1355,som,None,Neutral
1356,RT ArleneHache Halifax police chief issues historic apology for racial profiling,issues,Negative
1357,Enjoy the thef,None,Neutral
1358,Loafers in the Piece Hall Halifax,None,Neutral
1359,Some show snaps cityandcolour mrjacobbanks justbenrogers halifax music fridaynight scotiabankcentre,None,Neutral
1360,RT tdbrothers We have failed you Halifax police chief apologizes for street checks mistreatment of black people CBCNews CBCNS,failed,Negative
1361,VAN,None,Neutral
1362,RT CTVAtlantic UPDATED Halifax police apologize to black community for pain caused by street checks Includes VIDEO report by EmilyBCCT,pain,Negative
1363,Bill,None,Neutral
1364,RT ArleneHache Halifax police chief issues historic apology for racial profiling,issues,Negative
1365,What a day working with smart amp savvy venture4canada team amp 80 post secondary grads on selectionday Halifax,smart savvy,Positive
1366,RT ArleneHache Halifax police chief issues historic apology for racial profiling,issues,Negative
1367,A survey indicated just 28 per cent of,None,Neutral
1368,RT HfxIsBurning Hey friends WHOOPszo are stranded in Halifax after last night s sudden storm and subsequent van issues They ve definit,issues,Negative
1369,VAN,None,Neutral
1370,RT CdnLiverFdtn My why is my Dad And he s not here anymore but I still have my memories with him We re here tonight to raise awaren,None,Neutral
1371,RT CdnLiverFdtn Tonight is our Halifax 2019 LIVERight Gala Check in with this Twitter Moment for updates throughout the night LIV,None,Neutral
1372,RT cultureofdefeat I am absolutely convinced that traffic is going to be one of the most important issues in municipal politics in Halifa,None,Neutral
1373,The NewHorizonsHfx expansion project is moving along It s so amazing to see this transformation happening to this,amazing,Positive
1374,tid,None,Neutral
1375,Chase Marchand recorded 31 saves in tonight 6 0 shutout win over,win,Positive
1376,RT CanadianForces Builder trials are currently underway for our first Arctic and Offshore Patrol Ship in Halifax These trials are a firs,None,Neutral
1377,Chase Marchand recorded 31 saves in tonight 6 0 shutout win,win,Positive
1378,With Halifax police apologizing for street checks and profiling Montreal police are now on the clock,None,Neutral
1379,4 vehicles on the bridges were damage,damage,Negative
1380,WOW HFXPeterPan brings magic to Halifax NeptuneTheatre Neptune doesn t fail to prove that creative design from,magic creative,Positive
1381,CTVMoore,None,Neutral
1382,RT Canada The Halifax Lights Festival starts tomorrow For the next week downtown Halifax will be featuring bright lights warm drinks,bright warm,Positive
1383,Leading the way offensively for Halifax he has 39 points in 26 GP,offensively,Negative
1384,RT ForsdykeRuth sftpmag vanessa vash vanessavash YOUTHFORFUTURE2 NolanQ13 davisreuben3 ElmGrace redmayne robert Thank you Vaness,None,Neutral
1385,fiddle,None,Neutral
1386,Fri 2300 Temp 3 4 C Windchill 13 Wind NW 47 km h gust 61 km h Humidity 71 Press 99 9 kPa falling,falling,Negative
1387,We re hiring a Support Specialist in Halifax,None,Neutral
1388,RT MikeFougere96 Hey fellas this would be manslaughter today right 02 Jr A Halifax Oland Exports spittinchiclets RearAdBsBlog Bi,right,Positive
1389,11pm Halifax Shearwater Weather,None,Neutral
1390,allweekend,None,Neutral
1391,RT thecribby Star Gets Action on Tainted Water investigation A potentially unprecedented move in Halifax to cover costs for all lead pip,lead,Positive
1392,Protesters shake up Black Friday sales at Halifax Shopping Centre with climate rally,shake,Negative
1393,,None,Neutral
1394,numberwangNCB MartinSLewis How is Halifax why r u switching,None,Neutral
1395,RT Canada The Halifax Lights Festival starts tomorrow For the next week downtown Halifax will be featuring bright lights warm drinks,bright warm,Positive
1396,littlecitysteve HalifaxBank ThreeUK How is Halifax as a bank in general and with isa,None,Neutral
1397,RT MrRDPierce Consider today s estimated value 704 952 of the 116 slaves William R Davie owned at the time of his death in 1820 is al,slaves death,Negative
1398,Karaoke is rocking at The Head tonight and The Best of Halifax 2019 is out and congratulations to all the Gold Sil,congratulations,Positive
1399,RT HfxIsBurning Hey friends WHOOPszo are stranded in Halifax after last night s sudden storm and subsequent van issues They ve definit,issues,Negative
1400,sylviabeirnes YMCA Canada MSVU Halifax Congrats What a great story,great,Positive
1401,halifax gottigenstreet cafe greatfood,None,Neutral
1402,Hi hello howdy How s your week treating you We got some super cold weather amp slushy snow here this week in Halifa,None,Neutral
1403,WHEN is Halifax going to get Uber YellowCabHRM amp CasinoTaxi are NEVER available when you need them most Unbelievable really,available,Positive
1404,RT halifaxnews Prof says more roads better transit needed in wake of storm that trapped motorists,None,Neutral
1405,RT HfxIsBurning Hey friends WHOOPszo are stranded in Halifax after last night s sudden storm and subsequent van issues They ve definit,issues,Negative
1406,RT sylviabeirnes My Mom Kristina retires today She came to Canada not speaking a word of English She learned English amp went on to run,None,Neutral
1407,RT WayeMason Inspector Simmonds Halifax Regional Police opens today s apology regarding street checks This is a profound moment and I m,profound,Positive
1408,VAN,None,Neutral
1409,RT CTVAtlantic Halifax police seek help finding missing man,None,Neutral
1410,Cabs when you call literally any weekend night,None,Neutral
1411,RT deadinHalifax Samuel Tupper drowned in Halifax Harbour September 2 1876 during a yacht race representing what would become RNSYS H,None,Neutral
1412,RT GregMercerGlobe Halifax Regional Police Chief Dan Kinsella apologizes to black community for history of racism in Nova Scotia and ille,racism,Negative
1413,RT CTVAtlantic Halifax police seek help finding missing man,None,Neutral
1414,Knowing that before you call a taxi in Halifax that the line will be busy is only reason 59939302 we need Uber NSPoli,None,Neutral
1415,RT Laker PatHealey What a shame The Fieldhouse Dome EastHantsSports is down Such a sad sight in person No word on how soon it will be,shame sad,Negative
1416,RT CTVAtlantic UPDATED Halifax police apologize to black community for pain caused by street checks Includes VIDEO report by EmilyBCCT,pain,Negative
1417,M60 J24 clockwise exit Huddersfield Halifax Accident Full details at Updated every 5 minutes,None,Neutral
1418,Leading the way offensively for Halifax he has 39 points in 26 GP,offensively,Negative
1419,lol I got kicked out of the halifax newschasers facebook page for commenting on the fact that it s a bunch of grow,None,Neutral
1420,A broken man on a Halifax pier,broken,Negative
1421,RT SBelliveauCTV It s only 10am but you ll be pressed to find a parking spot at the Halifax Shopping Centre today Shoppers are pouring,None,Neutral
1422,RT paulhctv Student climate strike and march set to begin in Halifax,strike,Negative
1423,4 vehicles on the bridges were damage,damage,Negative
1424,RT researchNS EXTENDED DEADLINE Are you experienced in InformationTechnology Got a passion for DataMining Research Nova Scotia is h,passion,Positive
1425,RT CTVAtlantic A 39 year old Halifax woman is dead following a fatal single vehicle collision Friday morning in Cow Bay N S,dead fatal,Negative
1426,Leading the way offensively for Halifax he has 39 points in 26 GP,offensively,Negative
1427,Visit our brand new location for EXCLUSIVE DEALS amp DOOR CRASHERS you don t wanna miss ou,miss,Negative
1428,RT CTVAtlantic Halifax police seek help finding missing man,None,Neutral
1429,4 vehicles on the bridges were damage,damage,Negative
1430,sylviabeirnes YMCA Canada MSVU Halifax Happy Retirement,None,Neutral
1431,RT sylviabeirnes My Mom Kristina retires today She came to Canada not speaking a word of English She learned English amp went on to run,None,Neutral
1432,RT globalhalifax Nova Scotia s transportation minister says the cost of removing a construction crane that toppled in downtown Halifax du,None,Neutral
1433,RT WayeMason Councillor ignites controversy over south end Halifax development CBC News,controversy,Negative
1434,Between Halifax and Truro we counted 8 cars that had gone into the ditch yesterday night Between Truro and Antigo,None,Neutral
1435,,None,Neutral
1436,RT HfxIsBurning Hey friends WHOOPszo are stranded in Halifax after last night s sudden storm and subsequent van issues They ve definit,issues,Negative
1437,RT shannynmoore When you hear first hand from a friend who had dinner Saturday in Halifax with Navy Sec Spencer Spencer did not know he,None,Neutral
1438,RT TwitCoast After printing our paper for 26 years TCTranscontinen is shutting down its Halifax press But we are not giving up on prin,None,Neutral
1439,RT DalGazette Couldn t have said it better ourselves picking up a newspaper is not just about information delivery at some level it,better,Positive
1440,RT andreasereda csam smca I was very happy to present preliminary data on the Safer Supply program HealthCentre at this years CSAM meet,happy,Positive
1441,npowell2404 Outstanding game tonight Norm Loving you from Halifax,None,Neutral
1442,RT levelneville I did this tree for a day care centre The kids were SO excited to see the fishes and all the colours neville mymother,excited,Positive
1443,RT ENNISmusic Due to weather delays out of Halifax amp travel complications we ve had to cancel our show in Banff We did our best to get,None,Neutral
1444,Visit our brand new location for EXCLUSIVE DEALS amp DOOR CRASHERS you don t wanna miss ou,miss,Negative
1445,RT wiftat Tonight carbon arc in Halifax Assholesdoc produced by our own aimbernier,None,Neutral
1446,RT a mcfarlane80 A couple of RNSPrepGirls catching up after the game at the Halifax Forum tonight Great to see the girls still on the i,None,Neutral
1447,Read a newly discovered diary entry from a sailor who survived the Halifax Explosion via SmithsonianMag,None,Neutral
1448,,None,Neutral
1449,Please everyone say a prayer for my uncle tonight He had a stroke this morning and was air lifted to Halifax He is currently in surgery,None,Neutral
1450,visitnovascotia lunenburg Harbour ex,None,Neutral
1451,courtbauer I d say Halifax because it s within hours of me but that d be selfish,selfish,Negative
1452,gthomsonink CarbonCure a Halifax based company already has a developed commercial process to capture carbon that i,None,Neutral
1453,Thanks LisaRobertsHfx MLA for Halifax Needham for donating to TGB19 great seeing you earlier this week Thanks su,great,Positive
1454,Fri 2200 Temp 3 C Windchill 11 Wind NNW 37 km h gust 57 km h Humidity 70 Press 100 kPa falling,falling,Negative
1455,RT Canada The Halifax Lights Festival starts tomorrow For the next week downtown Halifax will be featuring bright lights warm drinks,bright warm,Positive
1456,Good to see ACaps17 tonight ACaps17 good luck tomorrow in Halifax,good luck,Positive
1457,RT ForsdykeRuth sftpmag vanessa vash vanessavash YOUTHFORFUTURE2 NolanQ13 davisreuben3 ElmGrace redmayne robert Thank you Vaness,None,Neutral
1458,,None,Neutral
1459,New post Port of Halifax will handle two mega vessels at once by March has been published on Fuzzy Logistics Engi,None,Neutral
1460,,None,Neutral
1461,10pm Halifax Shearwater Weather,None,Neutral
1462,RT ENNISmusic Due to weather delays out of Halifax amp travel complications we ve had to cancel our show in Banff We did our best to get,None,Neutral
1463,,None,Neutral
1464,,None,Neutral
1465,Thanks BsidesOttawa for giving me a chance to speak again this year For folks looking for my presentation I will,None,Neutral
1466,RT NateTWN Great to see some snow Halifax weathernetwork,None,Neutral
1467,RT CdnLiverFdtn The Auctionista is getting the night started with a BANG Let s helpsavelives tonight at the Halifax LIVERightGala h,None,Neutral
1468,SaraCivian Gardiner is at 17 25 games in Brutal is a compliment,compliment,Positive
1469,RT PetloverHermine 29Nov 1940 Dennis Gerrard Stephen Denny Doherty is born in Halifax Nova Scotia Canada He ll be half the Papas in,None,Neutral
1470,Obrissy CanBball Music to my ears With love from Halifax Oshae let s show the world what our best players can do,love best,Positive
1471,SaraCivian Gardiner is ffs,None,Neutral
1472,chrisboucher I knew you would be there you always are With love from Halifax Let s show the world what our best players can do,love best,Positive
1473,75p drinks in Halifax What a great idea this sounds like something that definitely hasn t been done before,great like,Positive
1474,RT Laker PatHealey What a shame The Fieldhouse Dome EastHantsSports is down Such a sad sight in person No word on how soon it will be,shame sad,Negative
1475,Halifax Regional Council Marked crosswalk across Quinpool Road between Vernon Street and Monastery Lane Sign the,None,Neutral
1476,RT CBCNS Prof says more roads better transit needed in wake of storm that trapped motorists,None,Neutral
1477,AlexWillfd hfxtransit halifax transit isnt to blame for the actual service yesterday tho just idiots who can t d,blame idiots,Negative
1478,,None,Neutral
1479,Also Halifax drivers I don,None,Neutral
1480,,None,Neutral
1481,,None,Neutral
1482,RT HfxRegPolice Today Chief Daniel Kinsella offered a formal apology on behalf of Halifax Regional Police to the African Nova Scotian co,None,Neutral
1483,They re creating specialized hubs like AI in,like,Positive
1484,createstreets ThrilledSkinny Used to work in Halifax bought many records there back in 1990 91,work,Positive
1485,RT Canada The Halifax Lights Festival starts tomorrow For the next week downtown Halifax will be featuring bright lights warm drinks,bright warm,Positive
1486,4 vehicles on the bridges were damage,damage,Negative
1487,Halifax police chief issues historic apology for racial profiling,issues,Negative
1488,RT Skills NS Thank you to the folks at nseducation for releasing this wonderful recap of the Skills Canada National Competition that to,wonderful,Positive
